0,1,2
witnes,n, witness
witod,adj," appointed, ordained, assured, certain, sure"
witodlic,adj, certain
witt,n," mind, understanding, sense, sanity"
wittig,adj," having knowledge, wisdom, sense; having wit; witty"
witum,n, dative plural of wita
wituma,n, dowry
witword,n, a statement which bears witness to something; testament; covenant
wiþblawan,v, to blow away
wiþbregdan,v," to withhold, hold back, restrain, check"
wiþceosan,v, to choose against; reject; refuse
wiþcoren,adj," reprobate, wicked"
wiþcostian,v," to disapprove, condemn"
wiþcwedennes,n, contradiction
wiþcweþan,v, to contradict
wiþercrist,n, an antichrist
wiþercyrr,n, a going against; resistance
wiþerhlinian,v, to lean against
wiþersaca,n," adversary, enemy, betrayer, apostate"
wiþersæc,n, denial
wiþerwinna,n," enemy, opponent, rival"
wiþfaran,v," to come off, escape; flee; go or fare off"
wiþfon,v, to lay hold of
wiþgan,v, to go against; withstand
wiþgripan,v, to seize on or upon
wiþhabban,v," to hold out against, withstand"
wiþheardian,v, to make obdurate
wiþhycgan,v, to have contrary or adverse intent or purpose (to somebody or something)
wiþig,n, willow
wiþlædan,v," to lead away, take away, carry off"
wiþmetan,v, to compare (+dative to something)
wiþmetendlic,adj, comparable
wiþmetennes,n, comparison
wiþsacan,v, to deny
wiþsacendlic,adj," negative, expressing negation"
wiþsecgan,v," to renounce, to give up"
wiþsettan,v," to set against, withstand, oppose"
wiþsprecan,v," to speak against, revile, withsay"
wiþstandan,v," to stand against, stand in the way of, resist, be a match for"
wiþteon,v," to withdraw, draw back"
wiþweorpan,v, to reject
wiþþe,n," tie, band"
wiþþingian,v," to contradict, talk against"
wlanc,adj," proud, boastful"
wlancian,v, to grow proud or great; to aggrandize one's self
wlatian,v," to gaze, look upon, behold"
wlencan,v, to make proud
wlencu,n," pride, high spirit"
wlisp,adj, lisping
wlitan,v, to look
wlite,n," looks, appearance, aspect"
wlitebeorht,adj, beautiful
wliteleas,adj," ugly, uncomely, hideous"
wlitig,adj, beautiful
wlæc,adj, lukewarm; tepid
wod,adj," crazy, insane"
woda,n," a madman, insane person, possessed, crazy"
wodnes,n," madness, insanity"
wodnesdæg,n, Wednesday
wogere,n," wooer, suitor"
wogian,v," to woo, court, marry"
woh,n," crookedness, a bend, bending"
wohbogen,adj," bent, crooked"
wohceapung,n, a fine to be paid for trading against market regulations
wohdom,n, unjust judgement
wohdæd,n, wicked deed
wohfotede,adj, crook-footed
wohfremmende,adj," wrong-doing, malfeasant"
wohfull,adj," wicked, evil"
wohfulnes,n," wickedness, iniquity"
wohgeorn,adj, eager in wickedness; loving iniquity
wohgestreon,n, ill-gotten gain
wohhandede,adj, crook-handed
wohhian,v, to go astray mentally
wohhæmed,n, adultery
wohhæmende,adj, adulterous
wohhæmere,n, adulterer
wohlic,adj, wrong
wohnes,n, crookedness
wohsum,adj," evil, wicked"
wol,n," pest, pestilence, plague"
wolberende,adj," pestilential, pestiferous"
wolberendlic,adj, pestilential
wolbryne,n, deadly violence
wolbærnes,n, pestiferousness
wolcen,n," a convolution, ball, lump"
wolcn,n, cloud
woldæg,n, a day of pestilence or death
wolgewinn,n, a conflict with a high death toll
wolnes,n," pest, pestilence, plague"
wom,n," sound, noise"
woma,n," sound, noise"
womm,n," spot, mark, blot"
wop,n," weeping, lamentation"
word,n, word
wordfæst,adj," true to one's word, keeping one's word"
wordhord,n," treasure of words, word-hoard"
wordig,adj," wordy, verbose"
wordlaþu,n, conversation; speech
wordmittung,n," a similitude, literary comparison, collection"
wordpredicung,n, sermon
wordsawere,n, a word-sower; one who disseminates ideas
worhana,n, pheasant
worian,v," to wander about, ramble, be a vagabond"
woriend,n, a vagabond
woriende,adj, wandering
worn,n," great many, multitude"
woroldar,n, worldly honour
woroldare,n, plural of woroldār
woruldlic,adj," worldly, earthly, natural, physical, temporal, mundane"
worþ,n, enclosure
wos,n," juice, sap; moisture"
woþ,n, sound; noise; cry
wracu,n, revenge
wrang,n," wrong, injustice"
wraþ,adj," very angry, irate"
wrecan,v," to drive, press"
wrecca,n, exile
wrecend,n, an avenger
wrecnes,n, vengeance
wrecscipe,n, exile
wregan,v," to accuse, impeach, blame"
wregendlic,adj, accusative
wrenc,n," wile, strategem; trick, deceit"
wrencan,v, to twist
wrenna,n, wren
wreon,vt," to cover (up), put a cover over"
wrid,n, plant
wrigian,v, to move forward
wringan,v, to wring
wrist,n, wrist
writ,n, writ
writan,v," to cut, scratch, or carve figures or symbols onto some medium; engrave"
writere,n, writer
writing,n, writing
wrixlan,v, to change
wriþan,v, to writhe
wroht,n," blame, accusation, slander; reproach"
wrohtsawere,n, a sower of strife
wrot,n, snout
wrotan,v, to rummage or root up with one's snout
wræc,n," misery, torment"
wrætlic,adj, wondrous: curious (interesting)
wrætt,n," ornament, jewel"
wræþþu,n, wrath; ire
wucu,n, week
wudere,n, a bearer of wood
wudian,v, to cut wood
wudig,adj," woody, full of woods or trees"
wudiht,adj," woody, full of trees"
wudu,n, tree
wudubora,n, a bearer of wood
wudubære,adj, woody
wuducoc,n, a woodcock
wuduculfre,n, a wood pigeon
wudufeoh,n," wood-tax, tax on forests"
wudufugol,n, bird of the woods
wudufæsten,n, a place that is made safe by the woods
wuduhana,n, woodcock
wuduland,n, a wooded land; woodland; forest
wudulic,adj, of a wood
wudulæs,n, pasture in the woods
wuduræden,n, woodcutting
wudusnite,n, a wood snipe
wuduwasa,n," wild man of the woods, woodwose; faun, satyr"
wuduælfen,n," wood-elf, woodnymph, dryad"
wuduþistel,n, a wood-thistle
wuldor,n," glory, splendour"
wuldorbeag,n, a crown; a garland of glory
wuldorbeagian,v, to crown
wuldorcyning,n, the king of glory; God
wuldordream,n, joy in glory (of heaven); celestial joy
wuldorfull,adj, glorious
wuldorfullian,v, to glorify; to fill with glory; to make glorious
wuldorfæder,n, the father of glory; the heavenly father
wuldorgast,n, a spirit of glory; a glorious ghost; an angel
wuldorgeflogena,n, a fugitive from glory; an evil spirit
wuldorgeweorc,n, a glorious work; a work of glory
wuldorgifu,n, a glorious gift
wuldorgimm,n, a glorious gem
wuldorhama,n, glorious garb
wuldorheap,n, a glorious band
wuldorhelm,n, a crown
wuldorlean,n, a glorious or heavenly reward (such as Eternal life (Christianity))
wuldorlic,adj, glorious
wuldormaga,n, a man that reaches the glory of heaven; an heir of heaven (such as a saint)
wuldornyttung,n, a glorious use; an advantage of glory
wuldorsang,n, a song of glory; a glorious song
wuldorsped,n, glorious abundance
wuldorspedig,adj," rich in glory, glorious"
wuldorwerod,n, the host of heaven; glorious company
wuldorword,n, a glorious word
wuldorþrymm,n, glorious majesty
wuldrian,v, to glorify
wuldrig,adj, glorious
wuldrung,n, glorifying
wulf,n, wolf
wulfheort,adj," vicious, savage"
wull,n, wool
wuna,n," habit, custom"
wund,adj," wounded, injured, sore"
wundian,v, to wound or injure
wundor,n," miracle, wonder, marvel"
wundorful,adj," wonderful, glorious"
wundorlic,adj," wonderful, exciting admiration or surprise"
wundortacen,n, wondrous sign; miracle
wundrian,v," to be amazed or astonished, to marvel"
wunian,v, to live somewhere
wunung,n," residence, home: place to stay or live"
wurma,n, a shellfish from which purple dye is obtained
wusc,n," wish, desire"
wylf,n, she-wolf
wylfen,adj, like a wolf; wolfish; wolven
wyllen,adj, made of wool
wynful,adj," joyful, happy"
wynfæst,adj," joyful, joyous"
wynlic,adj," delightful, pleasing, agreeable, charming"
wynn,n," joy, delight"
wynsum,adj," joyful, merry"
wyrcan,v, to make
wyrcend,n, worker; labourer
wyrcung,n," working, doing"
wyrd,n," fate, destiny"
wyrdstæf,n, decree of fate
wyrgan,v," to strangle, to throttle"
wyrhta,n, a worker
wyrm,n," creeping insect; maggot, grub, worm"
wyrmcynn,n," reptiles, snakes"
wyrmread,adj, purple; scarlet
wyrms,n, virus
wyrp,n," throw, toss"
wyrrest,adj, superlative of yfel: worst
wyrsa,adj, comparative of yfel: worse
wyrt,n," a plant or herb, especially as used for food or medicine"
wyrtian,v," to season, spice"
wyrtruma,n, root
wyrtweard,n, gardener
wyscan,v, to wish (+genitive for something)
wæcce,n, watch
wæd,n," garment, item of clothing"
wæfersien,n," a spectacle, a wondrous sight"
wæflian,v, to talk or speak foolishly
wæg,n, wave; water as an open place / means of transportation instead of a substance
wæge,n," cup, flagon"
wægholm,n," sea, ocean"
wægn,n," wagon, carriage"
wægnwyrhta,n," wainwright, cartwright"
wæl,n," slaughter, carnage"
wælcyrge,n, a malevolent female demon
wælfyllo,n, fill of slaughter or carnage
wælhreow,adj, cruel
wælhreownes,n, cruelty
wælniþ,n," deadly hatred, violence"
wælreow,adj, fierce in slaughter
wæpengetæc,n, a vote made by touching one's weapon; a council where such votes are taken
wæpn,n, weapon
wæpnedmann,n," a male of any species, including humans"
wæpnhus,n," armory, arsenal (a stock of weapons or place where weapons are kept)"
wæpnian,v, to arm
wæpnwifestre,n," hermaphrodite (literally ""penis-woman"")"
wæps,n, a wasp
wær,adj," cautious, on guard, watching out for something (+genitive)"
wærc,n, pain; ache
wærloga,n," traitor, oath-breaker, liar"
wæstm,n, growth; increase
wæstmbære,adj," fruitful, fertile, productive"
wæstmbærnes,n," fertility; fruitfulness, productivity"
wæt,adj, wet
wæter,n, water
wæteradl,n, edema
wæterflod,n," a waterflood; a flooding of water, inundation, deluge"
wætergelæt,n," a watercourse, an aqueduct"
wæterian,vt," to water, supply water to, give drink to"
wæterig,adj, watery
wæterleas,adj," without water, dry; waterless"
wæterlic,adj, aquatic; of water
wæternædre,n, a watersnake
wæterseoc,adj, edematous
wæterseocnes,n, edema
wæteryþ,n, wave of water
wæþan,v," to hunt, pursue, chase"
yce,n, toad; poisonous frog
yfel,adj, bad
yfelcweþan,v, to curse
yfelwillende,adj," malicious, malevolent"
yfelwillendnes,n," malevolence, malice"
yfemest,adj," uppermost, highest"
yferra,adj," upper, higher"
yld,n, age
ymbbindan,v, to bind about or around
ymbceorfan,v, to circumcise; carve around
ymbcierran,v, to revolve around
ymbcyrr,n, a going from one point to another
ymbeardian,v, to dwell around
ymbeardiende,adj, dwelling around
ymbfaran,v, to surround
ymbfon,v," to grasp, clasp"
ymbfær,n," a circuit, going round; faring round"
ymbfæreld,n," a going around, circuit"
ymbgan,v," to go around, about, or through"
ymbgang,n," circumnavigation, orbit"
ymbgangan,v," to go around, about, or through"
ymbgyrdan,v," to gird about or around, surround, encompass; beset"
ymbhabban,v," to surround, encompass"
ymbhealdan,v, to encompass; hold around
ymbhon,v," to hang around with clothing, ornament, drape, clothe, deck; behand"
ymbhringan,v," to surround, encompass"
ymbhweorfan,v," to turn around, to revolve"
ymbhycgan,v," to think about, consider"
ymblicgan,v," to lie round, surround, encompass; beset; beleaguer"
ymbliþan,v, to circumnavigate
ymblocian,v, to look around
ymblyt,n, circle
ymbsceawian,v," to look around, behold"
ymbscinan,v," to shine around, surround with brightness"
ymbsellan,v, to surround
ymbseon,v," to behold, look, look around"
ymbsettan,v," to set or put round, surround; beset"
ymbsittan,v," to sit or be around, meet"
ymbsittend,n," neighbouring people, those living nearby"
ymbsnidennes,n, circumcision
ymbsniþan,v, to circumcise; cut around
ymbstandan,v, to stand around
ymbstandend,n, bystander
ymbstandennes,n, circumstance
ymbweorpan,v, to surround
ymbwlatian,v, to contemplate
ymbþencan,v, to consider; bethink; think about or around something
ymbþringan,v," to throng or crowd around; thring around, surround"
ynneleac,n, an onion
yppe,adj, known
yr,n, the runic letter ᚣ (/y/)
yst,n," storm, tempest, whirlwind, hurricane"
yþ,n, wave (of water)
yþbord,n, a ship's side
yþe,n, plural of ȳþ
yþfaru,n, a course on the waves
yþgebland,n, tossing of the waves at sea
yþgewinn,n," strife of waves, billow"
yþhengest,n, ship
yþhof,n, vessel
yþian,vi," to overflow, be filled"
yþig,adj, fluctuating
yþlad,n," voyage, crossing"
yþlaf,n, what is left by the waves; detritus on the shore
yþlid,n, ship
yþlida,n, ship
yþmearh,n, ship
yþmere,n," the billowy main, tossing sea"
yþung,n," overflowing, inundation"
yþworian,v, to wander about on the waves
yþworiende,adj, wave-wandering
æ,n," law, scripture"
æber,adj, notorious
æboc,n, lawbook
æbs,n," fir, firtree"
æbylgan,v," to make angry, to offend"
æcced,n, vinegar
æced,n, vinegar
æcen,adj, oak (made of oak wood)
æcer,n, a field
æcerceorl,n," a farmer, ploughman"
æcermann,n, farmer
æcern,n, acorn
ædre,n," vein, artery; sinew"
ædreseax,n," scalpel, lancet"
æfdyne,n," a descent, decline, or downward slope"
æfen,n, evening
æfenglom,n, the evening gloom: twilight
æfensteorra,n, the evening star: Venus as seen in the early evening
æfestness,n, piety
æfgrynde,n, abyss
æfgælþ,n, superstition
æfnan,v," to cause, prepare, make ready"
æfnian,v, to become evening
æftercweþan,v, to speak after; to repeat; to answer
æfterfolgian,v," to follow after, pursue"
æftergengel,n, a successor
æfweard,adj, absent
æfweardnes,n, absence
æfwela,n, a decrease of wealth
æfwyrdla,n," damage, injury"
æfæst,adj, firm in observing the law; religious; pious
æg,n, egg
æghwilc,adj," each, every"
ægwyrt,n, dandelion
æht,n, possession
æl,n," awl, hook, fork"
ælagol,adj, legislative
ælan,v," to kindle, light, burn"
ælareow,n, a doctor of the law
ælc,adj, each
æled,n, fire; conflagration
æleputa,n, burbot
ælf,n," elf, sprite, fairy, incubus"
ælfadl,n, nightmare
ælfcynn,n," elfkind, elfin race"
ælfen,n," a female elf, a fairy, nymph"
ælf-sciene,adj, beautiful
ælfsogoþa,n," a hiccup, heartache, or other disease ascribed to elvish influence"
ælmesse,n, alms
ælmiht,n, omnipotence
ælmihtig,adj, all-powerful
ælædend,n, lawgiver; legislator
æmethwil,n," free time, leisure, respite"
æmethyll,n, anthill
æmetta,n," quiet, leisure, rest, tranquility"
æmette,n, ant
æmtian,v," to be at leisure, have time for"
ænlic,adj," only, sole"
æppel,n, apple
æppelbære,adj," bearing apples; apple-bearing, fruit-bearing"
æppelleaf,n, the violet
æppelwin,n, cider
ærdæg,n," the early part of the day; dawn, early morning"
ærende,n," message, errand, embassy, news, tidings, answer, business, care"
ærendfæst,adj, bound on an errand
ærendgast,n, a spiritual or spirit messenger; an angel
ærendgewrit,n, letter (written message)
ærendian,v," to go on an errand, carry news, carry a message, send word to"
ærendwreca,n," messenger, ambassador"
ærendwreccan,v, to send a message
ærgenemned,adj, beforenamed
ærgiestrandæg,n," the day before yesterday, two days ago"
ærgod,adj," good of old, good from olden days; good before other men (precise meaning uncertain)"
ærn,n," house, habitation"
æsc,n, ash tree
æsce,n, ash (combustion residue)
æscen,adj, made or consisting of ashwood; ashen
æscholt,n, spear
æsctir,n," glory, spear-glory, fame from battle"
æsellend,n, a lawgiver
æspe,n, an aspen
æstel,n, tablet; a waxed tablet
æswician,v," to offend, scandalize; to depart from the law or from good practice"
æt,n, eating
ætberan,v," to bring, carry, bear away"
ætbregdendlic,adj," ablative, indicating what is taken or received from others, or the position from which one proceeds"
ætfleon,v," to flee away, eschew; escape by flight"
ætfon,v, to take hold of
æthabban,v, to retain
æthealdan,v, to withhold
æthrinan,v," to take, move, touch; rine"
æthweorfan,v, to turn
ætiecan,v," to add to, increase, augment"
ætiewan,vi, to appear
ætlædan,v," to lead out, drive away"
ætren,adj, poisonous
ætrian,vt, to poison
ætspringan,vi, to spring out; rush forth; spurt out
ætstandan,v," to stand, stop, remain, cease, rest, stand still, stand up, withstand"
ætstandend,n, bystander
ættrig,adj," poisonous, venomous"
ætwegan,v," to carry off, to carry away"
ætwindan,v, to escape
æwan,v," to despise, scorn"
